iter	Logloss
203	0.3141717613
204	0.3139922892
205	0.3138818381
206	0.3136529541
207	0.3134420742
208	0.3133687407
209	0.3132750201
210	0.3131195585
211	0.3130943506
212	0.312962265
213	0.3128234499
214	0.3127356275
215	0.312597903
216	0.3124924018
217	0.3123523704
218	0.3123523559
219	0.3122650554
220	0.312112868
221	0.3120022793
222	0.3118977688
223	0.3118056899
224	0.311661874
225	0.3115543131
226	0.3113478983
227	0.3111628602
228	0.3110029944
229	0.3108635397
230	0.3107422065
231	0.3106825562
232	0.3106050567
233	0.3105164127
234	0.3102888695
235	0.3102478126
236	0.3100623988
237	0.3099806809
238	0.3098764383
239	0.3097619086
240	0.3097482017
241	0.3096772312
242	0.309560126
243	0.3094058818
244	0.3092980875
245	0.3091950613
246	0.309133249
247	0.3090203405
248	0.3088048443
249	0.3087414401
250	0.3085616455
251	0.3084992968
252	0.3083770823
253	0.3082529672
254	0.3080657959
255	0.3079856859
256	0.3078393874
257	0.3077404037
258	0.3077003603
259	0.3075244495
260	0.3074546232
261	0.3073748792
262	0.3072186726
263	0.3070603577
264	0.3070381494
265	0.3070375493
266	0.3069637858
267	0.3068283841
268	0.3066577408
269	0.3064765735
270	0.3063877029
271	0.3062275811
272	0.3061701497
273	0.3060006154
274	0.3060005355
275	0.3058085707
276	0.3056756068
277	0.305667798
278	0.3056677265
279	0.3055218826
280	0.3053763972
281	0.305232973
282	0.3052176061
283	0.3051048747
284	0.305028516
285	0.3048807394
286	0.3047978535
287	0.3047198245
288	0.3046046243
289	0.3045026845
290	0.3044004375
291	0.3042342641
292	0.3041644394
293	0.3040266304
294	0.3039228037
295	0.3037807306
296	0.3035683462
297	0.3033506023
298	0.3032730413
299	0.3032361342
300	0.3031298073
301	0.3030346417
302	0.3029135765
303	0.3028473795
304	0.3027578622
305	0.3026036912
306	0.3025327183
307	0.3024521704
308	0.3022538585
309	0.3020773446
310	0.3019569271
311	0.3018441508
312	0.3017313334
313	0.301641514
314	0.3015027387
315	0.3013901354
316	0.3012948834
317	0.3011716426
318	0.3010736751
319	0.3009885043
320	0.3008783253
321	0.3007690365
322	0.300583064
323	0.3005753258
324	0.300445914
325	0.3003292219
326	0.3001998801
327	0.300119955
328	0.2999917162
329	0.2998744765
330	0.2997866145
331	0.2996334485
332	0.2995714533
333	0.2994325545
334	0.2993560028
335	0.2991975695
336	0.2990739292
337	0.2990669156
338	0.2989205005
339	0.2988465266
340	0.2987285873
341	0.298673342
342	0.29857398
343	0.2984958867
344	0.2984290944
345	0.2983298565
346	0.2982723906
347	0.2980876277
348	0.298061352
349	0.2978606533
350	0.2977881272
351	0.2976882156
352	0.2975950127
353	0.2974614406
354	0.2973656726
355	0.2972955265
356	0.2972870295
357	0.2971801705
358	0.2971745597
359	0.2971482385
360	0.297027324
361	0.2970140621
362	0.296942669
363	0.296831697
364	0.2967049582
365	0.2965825965
366	0.2964854386
367	0.2963737559
368	0.2963057288
369	0.2962113906
370	0.296127288
371	0.2960170875
372	0.2959481217
373	0.2957892759
374	0.2956429867
375	0.2955139526
376	0.295370571
377	0.2952795245
378	0.2951617377
379	0.2950698498
380	0.2950341907
381	0.2948179945
382	0.2946304523
383	0.2945690445
384	0.2944919662
385	0.2944116129
386	0.2942757472
387	0.2942170766
388	0.2941355046
389	0.2939862262
390	0.2939057061
391	0.2937597086
392	0.2937217149
393	0.2937108621
394	0.2936636325
395	0.2935241973
396	0.2933822724
397	0.2932724854
398	0.2931527683
399	0.2930752338
400	0.2929373959
401	0.2928793384
402	0.292813323
403	0.2927442364
404	0.2926323235
405	0.2925135074
406	0.2924445356
407	0.2923727497
408	0.2923667353
409	0.2922946963
410	0.2921759454
411	0.2920716987
412	0.2920012069
413	0.2918480173
414	0.2917724558
415	0.291670496
416	0.2916036549
417	0.2914980518
418	0.2914476434
419	0.2913521947
420	0.2912816388
421	0.2911923812
422	0.2911686251
423	0.2910201387
424	0.2909336763
425	0.2908159751
426	0.2907544429
427	0.2906423213
428	0.2905421984
429	0.2904201557
430	0.2903447107
431	0.2902251578
432	0.2901245434
433	0.2900658344
434	0.2899192137
435	0.289838417
436	0.2897451517
437	0.2897164989
438	0.2896276616
439	0.2895560879
440	0.2894923745
441	0.2893938071
442	0.2893023256
443	0.2891669775
444	0.2890439423
445	0.2889677102
446	0.2888952529
447	0.2887902464
448	0.2887130289
449	0.288648425
450	0.2885718989
451	0.2885217767
452	0.2884664607
453	0.2883349809
454	0.2882806776
455	0.2882595295
456	0.2881701506
457	0.2880117764
458	0.2878788331
459	0.2877849984
460	0.2876845746
461	0.2875980372
462	0.287578431
463	0.2875289808
464	0.2874162067
465	0.2873115488
466	0.2872235679
467	0.2871142031
468	0.2870524853
469	0.2869509572
470	0.286866689
471	0.2867757637
472	0.2867007646
473	0.2866208375
474	0.2865314937
475	0.2865086224
476	0.2864058249
477	0.2863091823
478	0.2861411114
479	0.2860736147
480	0.2859809212
481	0.2858854876
482	0.2858118087
483	0.2856861984
484	0.2856787685
485	0.2856333263
486	0.2855777538
487	0.2854926639
488	0.2853550905
489	0.2852848645
490	0.2851905154
491	0.2850901651
492	0.284952357
493	0.2848777458
494	0.2847744019
495	0.2846190267
496	0.2845883594
497	0.2844986103
498	0.2844218427
499	0.2843175612
500	0.284265398
501	0.2841493039
502	0.2840602948
503	0.2839947683
504	0.2838708799
505	0.2837045384
506	0.2836049751
507	0.2834102142
508	0.2833081166
509	0.2831957735
510	0.2830673296
511	0.2829781181
512	0.282890246
513	0.2827740509
514	0.2827207807
515	0.2826429454
516	0.2825119216
517	0.2823779629
518	0.2822796831
519	0.282182094
520	0.2820462175
521	0.2819742635
522	0.2818809717
523	0.2818539405
524	0.2817692015
525	0.2816158588
526	0.2814915794
527	0.2813985925
528	0.2813946999
529	0.2812578577
530	0.281167944
531	0.2810935678
532	0.2810083366
533	0.2808720618
534	0.2807580516
535	0.2806859146
536	0.2806088853
537	0.2805327394
538	0.2804748431
539	0.2803961633
540	0.2803104188
541	0.2801669796
542	0.2801112128
543	0.2801085169
544	0.2800280133
545	0.279953246
546	0.2798937189
547	0.2797883902
548	0.2797470757
549	0.2797005567
550	0.2795889209
551	0.2795030952
552	0.2794249332
553	0.2793796871
554	0.2792923735
555	0.2792136161
556	0.2791142353
557	0.2790146023
558	0.2789101466
559	0.2788249616
560	0.2787540353
561	0.2786193152
562	0.2785071341
563	0.2784114578
564	0.2783518356
565	0.2782428055
566	0.2781045995
567	0.278074369
568	0.2780516674
569	0.2779568024
570	0.2778557575
571	0.277770613
572	0.2777121579
573	0.2776882487
574	0.2776073449
575	0.2775195712
576	0.2774222519
577	0.2773199309
578	0.2772062313
579	0.2771661048
580	0.2771027348
581	0.2770458581
582	0.2769854191
583	0.2769502275
584	0.2768345152
585	0.2767751748
586	0.2766711318
587	0.2765865115
588	0.2765319217
589	0.2764355894
590	0.2763790763
591	0.2762940725
592	0.2762364291
593	0.2761775996
594	0.2761212342
595	0.2760261198
596	0.2759714792
597	0.2758453996
598	0.2757680047
599	0.2756728024
600	0.2755596543
601	0.2755059034
602	0.2754582061
603	0.2754263813
604	0.2753354853
605	0.275254056
606	0.2751998574
607	0.2750880877
608	0.2749835949
609	0.2749226549
610	0.274802111
611	0.2746808075
612	0.2746028421
613	0.2745134256
614	0.274386892
615	0.2743169816
616	0.2742522986
617	0.2741374547
618	0.2740921459
619	0.2739757399
620	0.2738990189
621	0.2738665262
622	0.2738096488
623	0.2736958286
624	0.2736352806
625	0.2735358444
626	0.2734959776
627	0.2733965611
628	0.2732906935
629	0.2731913659
630	0.2731462436
631	0.273064555
632	0.2729872795
633	0.2728971491
634	0.2727873132
635	0.2726712936
636	0.2725945701
637	0.2724895944
638	0.2724057269
639	0.2722503535
640	0.2721437317
641	0.2720778613
642	0.2719857834
643	0.2718550208
644	0.2717247666
645	0.2716662282
646	0.2715372968
647	0.2714919916
648	0.2714185297
649	0.2713469622
650	0.2712721314
651	0.2712385926
652	0.2711138065
653	0.2709888148
654	0.2708926786
655	0.2708096594
656	0.270704372
657	0.2705827247
658	0.2705428816
659	0.2704632979
660	0.2704098455
661	0.2703623246
662	0.2702332339
663	0.2701126325
664	0.2700298964
665	0.2699780018
666	0.269921614
667	0.2698375342
668	0.2697275136
669	0.2696656648
670	0.2694570885
671	0.2693978183
672	0.2693033565
673	0.26921205
674	0.2691475051
675	0.2690679209
676	0.2690424087
677	0.2689411067
678	0.2688773678
679	0.2688176312
680	0.26871754
681	0.2686300596
682	0.2685628576
683	0.2684717913
684	0.2683743805
685	0.2683105279
686	0.2682503601
687	0.268178832
688	0.2681080026
689	0.2679965846
690	0.2679778229
691	0.2679155585
692	0.2678412488
693	0.2677158837
694	0.2676698873
695	0.2676388431
696	0.2675201331
697	0.2674260799
698	0.2673619412
699	0.2672650287
700	0.2671886272
701	0.2671723029
702	0.2671351256
703	0.2669964207
704	0.2669493792
705	0.2668649866
706	0.2667727434
707	0.2666482785
708	0.266617494
709	0.2665390441
710	0.2664722281
711	0.2664106865
712	0.2663674743
713	0.2663056357
714	0.2662673288
715	0.2661698088
716	0.2660956425
717	0.2659762575
718	0.2659026078
719	0.2658060616
720	0.2657145939
721	0.2657001534
722	0.26560603
723	0.2655466333
724	0.265479817
725	0.2654161466
726	0.2653810411
727	0.2652905342
728	0.2652690167
729	0.2652259879
730	0.2651175844
731	0.2650418316
732	0.2649747751
733	0.2648730985
734	0.2647864674
735	0.2647589175
736	0.2646916993
737	0.2646302668
738	0.2645532587
739	0.264463497
740	0.2643375896
741	0.2642129129
742	0.2641845241
743	0.2640769632
744	0.2640052711
745	0.2639001074
746	0.2638555898
747	0.2637967696
748	0.2637371583
749	0.2636580776
750	0.2634905284
751	0.2634355709
752	0.2633018221
753	0.2632004411
754	0.2631404846
755	0.2631231726
756	0.2630777167
757	0.2630543426
758	0.2629394718
759	0.26285503
760	0.2626735218
761	0.2626042329
762	0.2625871255
763	0.262576169
764	0.2624783292
765	0.2623463524
766	0.2622266502
767	0.2621142569
768	0.2620694965
769	0.261957382
770	0.2618441836
771	0.2618050538
772	0.2617095567
773	0.2616777505
774	0.2616421851
775	0.2615276125
776	0.2614474892
777	0.2613204456
778	0.261227191
779	0.2611800365
780	0.2610819387
781	0.2609777031
782	0.2608613278
783	0.2608063545
784	0.2607612811
785	0.2606906457
786	0.260608925
787	0.2605390093
788	0.2604431048
789	0.2603778068
790	0.2603035141
791	0.2602435951
792	0.2601829328
793	0.2600983889
794	0.2600590961
795	0.2599857608
796	0.2599117945
797	0.2598075399
798	0.2597570712
799	0.259685584
800	0.2596127915
801	0.2595544314
802	0.2595126795
803	0.2593914088
804	0.2593029229
805	0.2592452196
806	0.2592008456
807	0.2591075588
808	0.2590316478
809	0.2589254009
810	0.2588346709
811	0.2587590019
812	0.2586476888
813	0.2585533828
814	0.2584562453
815	0.2583710556
816	0.2582987871
817	0.2582331848
818	0.2582160474
819	0.2582078982
820	0.2581364498
821	0.258113507
822	0.2580226343
823	0.2580081793
824	0.2579634487
825	0.2578962751
826	0.2578662548
827	0.2577766093
828	0.2576779915
829	0.2575891441
830	0.2575127786
831	0.2574375525
832	0.2573594774
833	0.2573090652
834	0.2572277733
835	0.2571445687
836	0.2570699483
837	0.2570540182
838	0.2569840361
839	0.2569393999
840	0.2568612403
841	0.2567773729
842	0.2567571259
843	0.2566384577
844	0.2565448179
845	0.256444123
846	0.2563962977
847	0.2563200398
848	0.2562423374
849	0.2561442647
850	0.2560788329
851	0.2559838938
852	0.2559085094
853	0.2558294142
854	0.2557377261
855	0.2557201502
856	0.2556287497
857	0.2555901618
858	0.2554855624
859	0.2553992246
860	0.2553295289
861	0.2552074688
862	0.2551553953
863	0.2551431775
864	0.2550705352
865	0.2549832283
866	0.2549643412
867	0.2549132965
868	0.2548165521
869	0.2548105656
870	0.2547494854
871	0.2547027234
872	0.2546402325
873	0.2545927759
874	0.2545862523
875	0.2545404668
876	0.2544795668
877	0.2543138148
878	0.2542596885
879	0.2541738624
880	0.2540518661
881	0.2539861114
882	0.2539433421
883	0.2538905772
884	0.2538704088
885	0.2538317643
886	0.253773865
887	0.2536572488
888	0.2536159573
889	0.2535715649
890	0.2534542798
891	0.2533701748
892	0.2532583118
893	0.2531738048
894	0.2531338883
895	0.2530250744
896	0.2529773024
897	0.2529158132
898	0.2528205177
899	0.2527462626
900	0.2526830312
901	0.252615333
902	0.2525739882
903	0.2525395148
904	0.2524631624
905	0.2523305008
906	0.2522625317
907	0.2521158206
908	0.2520433559
909	0.2519476746
910	0.2518492489
911	0.2518124978
912	0.2517604004
913	0.2516860283
914	0.251646992
915	0.2516009052
916	0.2515346318
917	0.2513873317
918	0.2512985391
919	0.2511566313
920	0.2511080337
921	0.2510686373
922	0.2509396681
923	0.2508827668
924	0.2508031977
925	0.250733307
926	0.2506984542
927	0.2506911268
928	0.2506297683
929	0.2505521058
930	0.2504641997
931	0.2503763815
932	0.2503616379
933	0.2502780983
934	0.2502656509
935	0.2502230584
936	0.2501344503
937	0.2500332168
938	0.2499255115
939	0.2498927761
940	0.2497950515
941	0.2497116946
942	0.2496465093
943	0.2496073447
944	0.249523415
945	0.2494285912
946	0.2493538652
947	0.2493090227
948	0.2492883414
949	0.2492095644
950	0.2491579608
951	0.2490391128
952	0.2489745108
953	0.2489215826
954	0.2488267286
955	0.2487448073
956	0.2487006658
957	0.2486313518
958	0.2485921846
959	0.2485071308
960	0.2484484203
961	0.2484416187
962	0.2484215251
963	0.2483865845
964	0.2483614773
965	0.248291683
966	0.2482184199
967	0.2480780532
968	0.2480142335
969	0.247994178
970	0.2479126722
971	0.2478509869
972	0.2477890938
973	0.2476790584
974	0.2476366023
975	0.2475882417
976	0.2475087766
977	0.2474542377
978	0.247338073
979	0.2472553302
980	0.2471673996
981	0.2471065913
982	0.2470129821
983	0.2469563648
984	0.2468547902
985	0.2468489307
986	0.2467723489
987	0.2467255317
988	0.2466708128
989	0.2465855303
990	0.2465422693
991	0.2465378561
992	0.2465039991
993	0.2464458948
994	0.2464351961
995	0.2464062638
996	0.246368225
997	0.2463047674
998	0.2462942247
999	0.2462543148
